Date;Deaths
27/04/2009;265
28/04/2009;315
29/04/2009;298
30/04/2009;264
01/05/2009;240
02/05/2009;265
03/05/2009;280
04/05/2009;301
05/05/2009;301
06/05/2009;291
07/05/2009;258
08/05/2009;252
09/05/2009;272
10/05/2009;261
11/05/2009;264
12/05/2009;285
13/05/2009;260
14/05/2009;241
15/05/2009;253
16/05/2009;266
17/05/2009;237
18/05/2009;256
19/05/2009;287
20/05/2009;267
21/05/2009;242
22/05/2009;272
23/05/2009;283
24/05/2009;270
25/05/2009;246
26/05/2009;263
27/05/2009;240
28/05/2009;255
29/05/2009;284
30/05/2009;262
31/05/2009;300
01/06/2009;301
02/06/2009;271
03/06/2009;270
04/06/2009;254
05/06/2009;248
06/06/2009;249
07/06/2009;233
08/06/2009;256
09/06/2009;228
10/06/2009;214
11/06/2009;239
12/06/2009;237
13/06/2009;273
14/06/2009;253
15/06/2009;281
16/06/2009;255
17/06/2009;281
18/06/2009;252
19/06/2009;278
20/06/2009;303
21/06/2009;287
22/06/2009;283
23/06/2009;256
24/06/2009;243
25/06/2009;252
26/06/2009;243
27/06/2009;251
28/06/2009;263
29/06/2009;224
30/06/2009;236
01/07/2009;250
02/07/2009;249
03/07/2009;248
04/07/2009;219
05/07/2009;262
06/07/2009;230
07/07/2009;211
08/07/2009;244
09/07/2009;235
10/07/2009;236
11/07/2009;242
12/07/2009;251
13/07/2009;223
14/07/2009;214
15/07/2009;258
16/07/2009;213
17/07/2009;245
18/07/2009;222
19/07/2009;238
20/07/2009;288
21/07/2009;258
22/07/2009;253
23/07/2009;237
24/07/2009;232
25/07/2009;239
26/07/2009;216
27/07/2009;256
28/07/2009;239
29/07/2009;237
30/07/2009;247
31/07/2009;228
01/08/2009;244
02/08/2009;236
03/08/2009;249
04/08/2009;256
05/08/2009;280
06/08/2009;239
07/08/2009;217
08/08/2009;224
09/08/2009;232
10/08/2009;274
11/08/2009;272
12/08/2009;265
13/08/2009;291
14/08/2009;336
15/08/2009;304
16/08/2009;272
17/08/2009;305
18/08/2009;286
19/08/2009;263
20/08/2009;270
21/08/2009;262
22/08/2009;238
23/08/2009;251
24/08/2009;253
25/08/2009;248
26/08/2009;237
27/08/2009;268
28/08/2009;253
29/08/2009;235
30/08/2009;220
31/08/2009;255
01/09/2009;296
02/09/2009;233
03/09/2009;221
04/09/2009;257
05/09/2009;233
06/09/2009;251
07/09/2009;235
08/09/2009;269
09/09/2009;228
10/09/2009;262
11/09/2009;248
12/09/2009;259
13/09/2009;238
14/09/2009;241
15/09/2009;240
16/09/2009;228
17/09/2009;242
18/09/2009;244
19/09/2009;228
20/09/2009;243
21/09/2009;271
22/09/2009;242
23/09/2009;245
24/09/2009;253
25/09/2009;244
26/09/2009;252
27/09/2009;234
28/09/2009;255
29/09/2009;260
30/09/2009;303
01/10/2009;281
02/10/2009;264
03/10/2009;247
04/10/2009;251
05/10/2009;270
06/10/2009;261
07/10/2009;253
08/10/2009;255
09/10/2009;255
10/10/2009;240
11/10/2009;258
12/10/2009;255
13/10/2009;254
14/10/2009;302
15/10/2009;260
16/10/2009;266
17/10/2009;252
18/10/2009;244
19/10/2009;265
20/10/2009;305
21/10/2009;257
22/10/2009;252
23/10/2009;248
24/10/2009;261
25/10/2009;278
26/10/2009;278
27/10/2009;253
28/10/2009;258
29/10/2009;233
30/10/2009;276
31/10/2009;260
01/11/2009;277
02/11/2009;254
03/11/2009;254
04/11/2009;269
05/11/2009;263
06/11/2009;268
07/11/2009;252
08/11/2009;234
09/11/2009;276
10/11/2009;268
11/11/2009;297
12/11/2009;272
13/11/2009;271
14/11/2009;293
15/11/2009;253
16/11/2009;306
17/11/2009;277
18/11/2009;268
19/11/2009;300
20/11/2009;266
21/11/2009;281
22/11/2009;275
23/11/2009;245
24/11/2009;268
25/11/2009;295
26/11/2009;321
27/11/2009;310
28/11/2009;280
29/11/2009;265
30/11/2009;353
01/12/2009;299
02/12/2009;318
03/12/2009;315
04/12/2009;318
05/12/2009;323
06/12/2009;306
07/12/2009;320
08/12/2009;306
09/12/2009;324
10/12/2009;311
11/12/2009;306
12/12/2009;288
13/12/2009;321
14/12/2009;256
15/12/2009;326
16/12/2009;322
17/12/2009;326
18/12/2009;308
19/12/2009;318
20/12/2009;295
21/12/2009;393
22/12/2009;371
23/12/2009;354
24/12/2009;351
25/12/2009;339
26/12/2009;338
27/12/2009;328
28/12/2009;381
29/12/2009;374
30/12/2009;372
31/12/2009;335
01/01/2010;318
02/01/2010;364
03/01/2010;357
04/01/2010;322
05/01/2010;334
06/01/2010;341
07/01/2010;344
08/01/2010;329
09/01/2010;340
10/01/2010;348
11/01/2010;383
12/01/2010;375
13/01/2010;381
14/01/2010;344
15/01/2010;372
16/01/2010;356
17/01/2010;369
18/01/2010;361
19/01/2010;312
20/01/2010;312
21/01/2010;296
22/01/2010;316
23/01/2010;318
24/01/2010;314
25/01/2010;324
26/01/2010;320
27/01/2010;310
28/01/2010;332
29/01/2010;340
30/01/2010;328
31/01/2010;308
01/02/2010;323
02/02/2010;354
03/02/2010;317
04/02/2010;326
05/02/2010;334
06/02/2010;343
07/02/2010;290
08/02/2010;330
09/02/2010;335
10/02/2010;312
11/02/2010;305
12/02/2010;305
13/02/2010;303
14/02/2010;301
15/02/2010;384
16/02/2010;344
17/02/2010;386
18/02/2010;323
19/02/2010;347
20/02/2010;377
21/02/2010;377
22/02/2010;393
23/02/2010;376
24/02/2010;329
25/02/2010;361
26/02/2010;374
27/02/2010;310
28/02/2010;363
01/03/2010;336
02/03/2010;333
03/03/2010;333
04/03/2010;317
05/03/2010;312
06/03/2010;304
07/03/2010;345
08/03/2010;306
09/03/2010;326
10/03/2010;344
11/03/2010;312
12/03/2010;293
13/03/2010;313
14/03/2010;317
15/03/2010;296
16/03/2010;300
17/03/2010;324
18/03/2010;358
19/03/2010;354
20/03/2010;344
21/03/2010;314
22/03/2010;312
23/03/2010;307
24/03/2010;310
25/03/2010;295
26/03/2010;268
27/03/2010;292
28/03/2010;280
29/03/2010;294
30/03/2010;282
31/03/2010;288
01/04/2010;313
02/04/2010;291
03/04/2010;301
04/04/2010;264
05/04/2010;283
06/04/2010;319
07/04/2010;299
08/04/2010;323
09/04/2010;326
10/04/2010;283
11/04/2010;307
12/04/2010;316
13/04/2010;309
14/04/2010;278
15/04/2010;297
16/04/2010;275
17/04/2010;267
18/04/2010;291
19/04/2010;271
20/04/2010;263
21/04/2010;322
22/04/2010;293
23/04/2010;266
24/04/2010;280
25/04/2010;275
26/04/2010;296
27/04/2010;301
28/04/2010;279
29/04/2010;279
30/04/2010;273
01/05/2010;268
02/05/2010;269
03/05/2010;255
04/05/2010;271
05/05/2010;238
06/05/2010;268
07/05/2010;235
08/05/2010;242
09/05/2010;275
10/05/2010;256
11/05/2010;244
12/05/2010;275
13/05/2010;240
14/05/2010;256
15/05/2010;271
16/05/2010;264
17/05/2010;280
18/05/2010;300
19/05/2010;324
20/05/2010;301
21/05/2010;337
22/05/2010;320
23/05/2010;320
24/05/2010;285
25/05/2010;268
26/05/2010;255
27/05/2010;234
28/05/2010;255
29/05/2010;277
30/05/2010;242
31/05/2010;255
01/06/2010;278
02/06/2010;292
03/06/2010;277
04/06/2010;238
05/06/2010;238
06/06/2010;256
07/06/2010;241
08/06/2010;236
09/06/2010;267
10/06/2010;267
11/06/2010;230
12/06/2010;200
13/06/2010;219
14/06/2010;226
15/06/2010;247
16/06/2010;260
17/06/2010;258
18/06/2010;272
19/06/2010;266
20/06/2010;252
21/06/2010;219
22/06/2010;264
23/06/2010;278
24/06/2010;244
25/06/2010;241
26/06/2010;287
27/06/2010;277
28/06/2010;280
29/06/2010;278
30/06/2010;238
01/07/2010;309
02/07/2010;249
03/07/2010;264
04/07/2010;253
05/07/2010;312
06/07/2010;351
07/07/2010;355
08/07/2010;332
09/07/2010;296
10/07/2010;304
11/07/2010;268
12/07/2010;256
13/07/2010;254
14/07/2010;250
15/07/2010;243
16/07/2010;236
17/07/2010;253
18/07/2010;257
19/07/2010;245
20/07/2010;250
21/07/2010;288
22/07/2010;240
23/07/2010;224
24/07/2010;255
25/07/2010;240
26/07/2010;294
27/07/2010;337
28/07/2010;327
29/07/2010;349
30/07/2010;319
31/07/2010;285
01/08/2010;267
02/08/2010;263
03/08/2010;266
04/08/2010;291
05/08/2010;263
06/08/2010;267
07/08/2010;298
08/08/2010;346
09/08/2010;265
10/08/2010;338
11/08/2010;291
12/08/2010;318
13/08/2010;288
14/08/2010;257
15/08/2010;262
16/08/2010;251
17/08/2010;296
18/08/2010;239
19/08/2010;258
20/08/2010;240
21/08/2010;260
22/08/2010;248
23/08/2010;264
24/08/2010;223
25/08/2010;262
26/08/2010;265
27/08/2010;269
28/08/2010;231
29/08/2010;265
30/08/2010;290
31/08/2010;289
01/09/2010;282
02/09/2010;253
03/09/2010;239
04/09/2010;226
05/09/2010;262
06/09/2010;269
07/09/2010;257
08/09/2010;235
09/09/2010;244
10/09/2010;246
11/09/2010;249
12/09/2010;257
13/09/2010;298
14/09/2010;280
15/09/2010;242
16/09/2010;269
17/09/2010;247
18/09/2010;219
19/09/2010;269
20/09/2010;259
21/09/2010;223
22/09/2010;224
23/09/2010;247
24/09/2010;270
25/09/2010;245
26/09/2010;226
27/09/2010;224
28/09/2010;248
29/09/2010;256
30/09/2010;236
01/10/2010;241
02/10/2010;269
03/10/2010;281
04/10/2010;240
05/10/2010;273
06/10/2010;249
07/10/2010;275
08/10/2010;250
09/10/2010;214
10/10/2010;250
11/10/2010;254
12/10/2010;250
13/10/2010;289
14/10/2010;262
15/10/2010;255
16/10/2010;273
17/10/2010;264
18/10/2010;262
19/10/2010;294
20/10/2010;268
21/10/2010;283
22/10/2010;271
23/10/2010;251
24/10/2010;262
25/10/2010;275
26/10/2010;260
27/10/2010;278
28/10/2010;280
29/10/2010;296
30/10/2010;257
31/10/2010;321
01/11/2010;300
02/11/2010;274
03/11/2010;301
04/11/2010;273
05/11/2010;277
06/11/2010;311
07/11/2010;284
08/11/2010;271
09/11/2010;275
10/11/2010;292
11/11/2010;296
12/11/2010;290
13/11/2010;281
14/11/2010;282
15/11/2010;283
16/11/2010;273
17/11/2010;279
18/11/2010;303
19/11/2010;317
20/11/2010;287
21/11/2010;277
22/11/2010;290
23/11/2010;284
24/11/2010;295
25/11/2010;281
26/11/2010;287
27/11/2010;279
28/11/2010;314
29/11/2010;315
30/11/2010;341
01/12/2010;337
02/12/2010;320
03/12/2010;350
04/12/2010;329
05/12/2010;364
06/12/2010;419
07/12/2010;373
08/12/2010;327
09/12/2010;291
10/12/2010;299
11/12/2010;337
12/12/2010;323
13/12/2010;305
14/12/2010;306
15/12/2010;293
16/12/2010;288
17/12/2010;273
18/12/2010;307
19/12/2010;323
20/12/2010;324
21/12/2010;312
22/12/2010;332
23/12/2010;337
24/12/2010;307
25/12/2010;309
26/12/2010;323
27/12/2010;333
28/12/2010;353
29/12/2010;387
30/12/2010;352
31/12/2010;379
01/01/2011;384
02/01/2011;357
03/01/2011;370
04/01/2011;350
05/01/2011;368
06/01/2011;324
07/01/2011;348
08/01/2011;324
09/01/2011;312
10/01/2011;361
11/01/2011;332
12/01/2011;338
13/01/2011;318
14/01/2011;325
15/01/2011;307
16/01/2011;356
17/01/2011;352
18/01/2011;319
19/01/2011;303
20/01/2011;344
21/01/2011;313
22/01/2011;331
23/01/2011;358
24/01/2011;333
25/01/2011;332
26/01/2011;360
27/01/2011;349
28/01/2011;374
29/01/2011;356
30/01/2011;330
31/01/2011;371
01/02/2011;373
02/02/2011;383
03/02/2011;357
04/02/2011;372
05/02/2011;393
06/02/2011;357
07/02/2011;383
08/02/2011;389
09/02/2011;347
10/02/2011;362
11/02/2011;336
12/02/2011;308
13/02/2011;322
14/02/2011;369
15/02/2011;314
16/02/2011;324
17/02/2011;333
18/02/2011;341
19/02/2011;331
20/02/2011;315
21/02/2011;345
22/02/2011;366
23/02/2011;325
24/02/2011;349
25/02/2011;298
26/02/2011;298
27/02/2011;313
28/02/2011;325
01/03/2011;312
02/03/2011;299
03/03/2011;310
04/03/2011;287
05/03/2011;267
06/03/2011;295
07/03/2011;331
08/03/2011;305
09/03/2011;304
10/03/2011;337
11/03/2011;336
12/03/2011;317
13/03/2011;277
14/03/2011;328
15/03/2011;302
16/03/2011;268
17/03/2011;290
18/03/2011;330
19/03/2011;306
20/03/2011;313
21/03/2011;331
22/03/2011;358
23/03/2011;287
24/03/2011;291
25/03/2011;292
26/03/2011;296
27/03/2011;257
28/03/2011;299
29/03/2011;265
30/03/2011;257
31/03/2011;257
01/04/2011;302
02/04/2011;282
03/04/2011;302
04/04/2011;268
05/04/2011;281
06/04/2011;290
07/04/2011;319
08/04/2011;327
09/04/2011;276
10/04/2011;286
11/04/2011;286
12/04/2011;287
13/04/2011;294
14/04/2011;268
15/04/2011;276
16/04/2011;271
17/04/2011;281
18/04/2011;282
19/04/2011;257
20/04/2011;250
21/04/2011;224
22/04/2011;269
23/04/2011;266
24/04/2011;249
25/04/2011;251
26/04/2011;276
27/04/2011;265
28/04/2011;293
29/04/2011;286
30/04/2011;253
01/05/2011;271
02/05/2011;312
03/05/2011;250
04/05/2011;251
05/05/2011;251
06/05/2011;247
07/05/2011;256
08/05/2011;271
09/05/2011;279
10/05/2011;242
11/05/2011;257
12/05/2011;269
13/05/2011;279
14/05/2011;267
15/05/2011;258
16/05/2011;256
17/05/2011;275
18/05/2011;247
19/05/2011;276
20/05/2011;271
21/05/2011;278
22/05/2011;256
23/05/2011;216
24/05/2011;279
25/05/2011;272
26/05/2011;280
27/05/2011;242
28/05/2011;269
29/05/2011;251
30/05/2011;256
31/05/2011;226
01/06/2011;238
02/06/2011;229
03/06/2011;238
04/06/2011;268
05/06/2011;272
06/06/2011;227
07/06/2011;223
08/06/2011;228
09/06/2011;237
10/06/2011;227
11/06/2011;265
12/06/2011;233
13/06/2011;265
14/06/2011;253
15/06/2011;244
16/06/2011;240
17/06/2011;280
18/06/2011;246
19/06/2011;258
20/06/2011;261
21/06/2011;229
22/06/2011;242
23/06/2011;239
24/06/2011;249
25/06/2011;269
26/06/2011;323
27/06/2011;287
28/06/2011;261
29/06/2011;237
30/06/2011;254
01/07/2011;241
02/07/2011;245
03/07/2011;275
04/07/2011;235
05/07/2011;241
06/07/2011;196
07/07/2011;233
08/07/2011;229
09/07/2011;243
10/07/2011;250
11/07/2011;241
12/07/2011;236
13/07/2011;250
14/07/2011;221
15/07/2011;226
16/07/2011;262
17/07/2011;224
18/07/2011;248
19/07/2011;272
20/07/2011;233
21/07/2011;240
22/07/2011;256
23/07/2011;254
24/07/2011;253
25/07/2011;259
26/07/2011;265
27/07/2011;270
28/07/2011;253
29/07/2011;265
30/07/2011;259
31/07/2011;240
01/08/2011;268
02/08/2011;258
03/08/2011;261
04/08/2011;250
05/08/2011;249
06/08/2011;275
07/08/2011;251
08/08/2011;273
09/08/2011;246
10/08/2011;257
11/08/2011;284
12/08/2011;281
13/08/2011;257
14/08/2011;263
15/08/2011;271
16/08/2011;260
17/08/2011;213
18/08/2011;260
19/08/2011;293
20/08/2011;272
21/08/2011;283
22/08/2011;258
23/08/2011;234
24/08/2011;232
25/08/2011;259
26/08/2011;256
27/08/2011;206
28/08/2011;246
29/08/2011;254
30/08/2011;226
31/08/2011;263
01/09/2011;240
02/09/2011;226
03/09/2011;235
04/09/2011;253
05/09/2011;261
06/09/2011;256
07/09/2011;224
08/09/2011;270
09/09/2011;281
10/09/2011;277
11/09/2011;255
12/09/2011;276
13/09/2011;247
14/09/2011;289
15/09/2011;258
16/09/2011;248
17/09/2011;214
18/09/2011;234
19/09/2011;231
20/09/2011;255
21/09/2011;244
22/09/2011;243
23/09/2011;227
24/09/2011;222
25/09/2011;244
26/09/2011;259
27/09/2011;251
28/09/2011;259
29/09/2011;273
30/09/2011;212
01/10/2011;258
02/10/2011;270
03/10/2011;257
04/10/2011;326
05/10/2011;260
06/10/2011;282
07/10/2011;227
08/10/2011;241
09/10/2011;263
10/10/2011;236
11/10/2011;235
12/10/2011;278
13/10/2011;277
14/10/2011;286
15/10/2011;276
16/10/2011;243
17/10/2011;244
18/10/2011;234
19/10/2011;236
20/10/2011;274
21/10/2011;259
22/10/2011;228
23/10/2011;273
24/10/2011;253
25/10/2011;232
26/10/2011;229
27/10/2011;255
28/10/2011;270
29/10/2011;243
30/10/2011;283
31/10/2011;292
01/11/2011;276
02/11/2011;289
03/11/2011;293
04/11/2011;273
05/11/2011;286
06/11/2011;267
07/11/2011;289
08/11/2011;309
09/11/2011;297
10/11/2011;284
11/11/2011;313
12/11/2011;286
13/11/2011;309
14/11/2011;296
15/11/2011;310
16/11/2011;303
17/11/2011;296
18/11/2011;279
19/11/2011;286
20/11/2011;304
21/11/2011;291
22/11/2011;262
23/11/2011;302
24/11/2011;321
25/11/2011;316
26/11/2011;258
27/11/2011;306
28/11/2011;264
29/11/2011;299
30/11/2011;286
01/12/2011;290
02/12/2011;298
03/12/2011;311
04/12/2011;316
05/12/2011;322
06/12/2011;317
07/12/2011;318
08/12/2011;304
09/12/2011;306
10/12/2011;308
11/12/2011;311
12/12/2011;318
13/12/2011;345
14/12/2011;294
15/12/2011;301
16/12/2011;306
17/12/2011;328
18/12/2011;321
19/12/2011;286
20/12/2011;345
21/12/2011;343
22/12/2011;329
23/12/2011;319
24/12/2011;299
25/12/2011;361
26/12/2011;345
27/12/2011;329
28/12/2011;339
29/12/2011;351
30/12/2011;328
31/12/2011;327
01/01/2012;379
02/01/2012;357
03/01/2012;356
04/01/2012;362
05/01/2012;354
06/01/2012;358
07/01/2012;355
08/01/2012;346
09/01/2012;395
10/01/2012;378
11/01/2012;349
12/01/2012;348
13/01/2012;365
14/01/2012;338
15/01/2012;374
16/01/2012;374
17/01/2012;351
18/01/2012;298
19/01/2012;374
20/01/2012;375
21/01/2012;375
22/01/2012;346
23/01/2012;359
24/01/2012;349
25/01/2012;320
26/01/2012;320
27/01/2012;345
28/01/2012;303
29/01/2012;347
30/01/2012;367
31/01/2012;395
01/02/2012;388
02/02/2012;380
03/02/2012;339
04/02/2012;380
05/02/2012;402
06/02/2012;437
07/02/2012;431
08/02/2012;373
09/02/2012;383
10/02/2012;407
11/02/2012;368
12/02/2012;431
13/02/2012;400
14/02/2012;429
15/02/2012;430
16/02/2012;437
17/02/2012;459
18/02/2012;425
19/02/2012;476
20/02/2012;449
21/02/2012;455
22/02/2012;441
23/02/2012;478
24/02/2012;464
25/02/2012;415
26/02/2012;451
27/02/2012;464
28/02/2012;428
29/02/2012;415
01/03/2012;437
02/03/2012;407
03/03/2012;383
04/03/2012;418
05/03/2012;383
06/03/2012;390
07/03/2012;401
08/03/2012;419
09/03/2012;357
10/03/2012;376
11/03/2012;348
12/03/2012;405
13/03/2012;370
14/03/2012;354
15/03/2012;361
16/03/2012;350
17/03/2012;325
18/03/2012;316
19/03/2012;321
20/03/2012;331
21/03/2012;321
22/03/2012;321
23/03/2012;334
24/03/2012;310
25/03/2012;318
26/03/2012;320
27/03/2012;322
28/03/2012;298
29/03/2012;333
30/03/2012;322
31/03/2012;305
01/04/2012;321
02/04/2012;310
03/04/2012;303
04/04/2012;314
05/04/2012;286
06/04/2012;273
07/04/2012;244
08/04/2012;312
09/04/2012;291
10/04/2012;273
11/04/2012;309
12/04/2012;295
13/04/2012;280
14/04/2012;284
15/04/2012;268
16/04/2012;296
17/04/2012;279
18/04/2012;264
19/04/2012;288
20/04/2012;306
21/04/2012;269
22/04/2012;270
23/04/2012;276
24/04/2012;293
25/04/2012;278
26/04/2012;265
27/04/2012;267
28/04/2012;286
29/04/2012;271
30/04/2012;269
01/05/2012;269
02/05/2012;294
03/05/2012;277
04/05/2012;289
05/05/2012;278
06/05/2012;263
07/05/2012;277
08/05/2012;269
09/05/2012;290
10/05/2012;313
11/05/2012;307
12/05/2012;325
13/05/2012;329
14/05/2012;293
15/05/2012;299
16/05/2012;281
17/05/2012;278
18/05/2012;232
19/05/2012;230
20/05/2012;250
21/05/2012;244
22/05/2012;248
23/05/2012;242
24/05/2012;287
25/05/2012;284
26/05/2012;262
27/05/2012;281
28/05/2012;270
29/05/2012;269
30/05/2012;243
31/05/2012;265
01/06/2012;277
02/06/2012;245
03/06/2012;241
04/06/2012;229
05/06/2012;260
06/06/2012;251
07/06/2012;239
08/06/2012;253
09/06/2012;229
10/06/2012;248
11/06/2012;214
12/06/2012;241
13/06/2012;251
14/06/2012;259
15/06/2012;238
16/06/2012;246
17/06/2012;257
18/06/2012;233
19/06/2012;255
20/06/2012;247
21/06/2012;251
22/06/2012;257
23/06/2012;269
24/06/2012;259
25/06/2012;272
26/06/2012;267
27/06/2012;296
28/06/2012;269
29/06/2012;238
30/06/2012;245
01/07/2012;256
02/07/2012;284
03/07/2012;247
04/07/2012;275
05/07/2012;236
06/07/2012;228
07/07/2012;241
08/07/2012;227
09/07/2012;219
10/07/2012;244
11/07/2012;241
12/07/2012;233
13/07/2012;247
14/07/2012;253
15/07/2012;220
16/07/2012;264
17/07/2012;253
18/07/2012;312
19/07/2012;288
20/07/2012;248
21/07/2012;267
22/07/2012;255
23/07/2012;236
24/07/2012;260
25/07/2012;251
26/07/2012;256
27/07/2012;269
28/07/2012;240
29/07/2012;246
30/07/2012;261
31/07/2012;270
01/08/2012;255
02/08/2012;225
03/08/2012;235
04/08/2012;245
05/08/2012;231
06/08/2012;249
07/08/2012;232
08/08/2012;255
09/08/2012;285
10/08/2012;267
11/08/2012;237
12/08/2012;297
13/08/2012;248
14/08/2012;245
15/08/2012;254
16/08/2012;238
17/08/2012;265
18/08/2012;256
19/08/2012;245
20/08/2012;276
21/08/2012;287
22/08/2012;257
23/08/2012;265
24/08/2012;239
25/08/2012;221
26/08/2012;234
27/08/2012;245
28/08/2012;248
29/08/2012;239
30/08/2012;231
31/08/2012;207
01/09/2012;235
02/09/2012;243
03/09/2012;256
04/09/2012;253
05/09/2012;269
06/09/2012;284
07/09/2012;264
08/09/2012;260
09/09/2012;255
10/09/2012;254
11/09/2012;252
12/09/2012;245
13/09/2012;243
14/09/2012;263
15/09/2012;223
16/09/2012;252
17/09/2012;251
18/09/2012;273
19/09/2012;255
20/09/2012;254
21/09/2012;242
22/09/2012;249
23/09/2012;230
24/09/2012;225
25/09/2012;226
26/09/2012;225
27/09/2012;209
28/09/2012;238
29/09/2012;221
30/09/2012;262
01/10/2012;250
02/10/2012;253
03/10/2012;240
04/10/2012;265
05/10/2012;232
06/10/2012;227
07/10/2012;260
08/10/2012;259
09/10/2012;272
10/10/2012;240
11/10/2012;271
12/10/2012;222
13/10/2012;225
14/10/2012;255
15/10/2012;284
16/10/2012;276
17/10/2012;245
18/10/2012;277
19/10/2012;261
20/10/2012;257
21/10/2012;265
22/10/2012;297
23/10/2012;297
24/10/2012;283
25/10/2012;304
26/10/2012;288
27/10/2012;275
28/10/2012;260
29/10/2012;228
30/10/2012;263
31/10/2012;253
01/11/2012;244
02/11/2012;269
03/11/2012;271
04/11/2012;261
05/11/2012;269
06/11/2012;274
07/11/2012;248
08/11/2012;273
09/11/2012;282
10/11/2012;269
11/11/2012;323
12/11/2012;289
13/11/2012;277
14/11/2012;325
15/11/2012;299
16/11/2012;328
17/11/2012;279
18/11/2012;266
19/11/2012;298
20/11/2012;277
21/11/2012;268
22/11/2012;267
23/11/2012;278
24/11/2012;287
25/11/2012;287
26/11/2012;280
27/11/2012;283
28/11/2012;288
29/11/2012;304
30/11/2012;285
01/12/2012;312
02/12/2012;269
03/12/2012;271
04/12/2012;333
05/12/2012;327
06/12/2012;329
07/12/2012;340
08/12/2012;305
09/12/2012;323
10/12/2012;295
11/12/2012;327
12/12/2012;310
13/12/2012;337
14/12/2012;355
15/12/2012;324
16/12/2012;293
17/12/2012;317
18/12/2012;314
19/12/2012;312
20/12/2012;317
21/12/2012;289
22/12/2012;305
23/12/2012;297
24/12/2012;319
25/12/2012;304
26/12/2012;342
27/12/2012;312
28/12/2012;285
29/12/2012;307
30/12/2012;279
31/12/2012;320
01/01/2013;339
02/01/2013;343
03/01/2013;352
04/01/2013;321
05/01/2013;342
06/01/2013;316
07/01/2013;332
08/01/2013;322
09/01/2013;336
10/01/2013;344
11/01/2013;350
12/01/2013;306
13/01/2013;336
14/01/2013;339
15/01/2013;329
16/01/2013;313
17/01/2013;382
18/01/2013;351
19/01/2013;344
20/01/2013;360
21/01/2013;351
22/01/2013;322
23/01/2013;320
24/01/2013;340
25/01/2013;346
26/01/2013;339
27/01/2013;361
28/01/2013;339
29/01/2013;348
30/01/2013;304
31/01/2013;357
01/02/2013;339
02/02/2013;335
03/02/2013;320
04/02/2013;335
05/02/2013;352
06/02/2013;339
07/02/2013;357
08/02/2013;308
09/02/2013;350
10/02/2013;340
11/02/2013;356
12/02/2013;287
13/02/2013;377
14/02/2013;365
15/02/2013;346
16/02/2013;367
17/02/2013;339
18/02/2013;342
19/02/2013;338
20/02/2013;323
21/02/2013;341
22/02/2013;350
23/02/2013;308
24/02/2013;329
25/02/2013;376
26/02/2013;329
27/02/2013;334
28/02/2013;341
01/03/2013;314
02/03/2013;342
03/03/2013;347
04/03/2013;391
05/03/2013;364
06/03/2013;391
07/03/2013;338
08/03/2013;339
09/03/2013;318
10/03/2013;344
11/03/2013;306
12/03/2013;327
13/03/2013;301
14/03/2013;281
15/03/2013;290
16/03/2013;344
17/03/2013;341
18/03/2013;279
19/03/2013;335
20/03/2013;287
21/03/2013;315
22/03/2013;312
23/03/2013;368
24/03/2013;280
25/03/2013;309
26/03/2013;353
27/03/2013;311
28/03/2013;290
29/03/2013;307
30/03/2013;286
31/03/2013;289
01/04/2013;344
02/04/2013;292
